"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
ЭкоМаркет;КОРУС Консалтинг СНГ;133;132;133;130;0.9925;1.0000;0.9774
Хлеб;"Торговый дом ""ПЕРЕКРЕСТОК";1505;1473;1473;1471;0.9787;0.9787;0.9774
МВВ;"Торговый дом ""ПЕРЕКРЕСТОК";2695;2581;2632;2634;0.9577;0.9766;0.9774
ЮРВЕС;Т и К Продукты;133;0;130;130;0.0000;0.9774;0.9774
Опытный стекольный завод;ТАНДЕР;44;44;44;43;1.0000;1.0000;0.9773
ТД Метелица;Лента;792;1;778;774;0.0013;0.9823;0.9773
Мясной дом БОРОДИНА;Розничная сеть Зельгрос;44;0;43;43;0.0000;0.9773;0.9773
Авак;СКБ Контур;220;0;216;215;0.0000;0.9818;0.9773
"Торговый дом ""Кухня без границ";ТАНДЕР;44;44;44;43;1.0000;1.0000;0.9773
Нью Фудс;"Торговый дом ""ПЕРЕКРЕСТОК";44;43;43;43;0.9773;0.9773;0.9773
Лидер;"Торговый дом ""ПЕРЕКРЕСТОК";44;28;42;43;0.6364;0.9545;0.9773
Экомилк;Розничная сеть Зельгрос;44;42;44;43;0.9545;1.0000;0.9773
НМЖК;СКБ Контур;527;0;0;515;0.0000;0.0000;0.9772
Колос-3;"Торговый дом ""ПЕРЕКРЕСТОК";1659;1599;1521;1621;0.9638;0.9168;0.9771
Донпродукт+;Солнечный круг;87;0;0;85;0.0000;0.0000;0.9770
Казанский хлебозавод №3;"Торговый дом ""ПЕРЕКРЕСТОК";18065;0;17543;17648;0.0000;0.9711;0.9769
Регион-Трейд;Лента;432;0;425;422;0.0000;0.9838;0.9769
Продукты питания Комбинат;Т и К Продукты;43;0;43;42;0.0000;1.0000;0.9767
Минеральные воды Хадыженска;ТВК-Р;43;43;43;42;1.0000;1.0000;0.9767
Продукты питания Комбинат;Гиперглобус;43;0;42;42;0.0000;0.9767;0.9767
Витаторг;Солнечный круг;43;43;43;42;1.0000;1.0000;0.9767
ГЛОБУС-АГРО;КОРУС Консалтинг СНГ;85;0;84;83;0.0000;0.9882;0.9765
Ярославский бройлер;КОРУС Консалтинг СНГ;592;0;581;578;0.0000;0.9814;0.9764
КОЛИБРИ;"Торговый дом ""ПЕРЕКРЕСТОК";1098;995;1008;1072;0.9062;0.9180;0.9763
Хлебозавод №1 города Рязани;Гиперглобус;42;0;42;41;0.0000;1.0000;0.9762
Шкипер;СКБ Контур;42;0;0;41;0.0000;0.0000;0.9762
Хэлп+;"Торговый дом ""ПЕРЕКРЕСТОК";42;0;0;41;0.0000;0.0000;0.9762
Воронежросагро-М;КОРУС Консалтинг СНГ;84;0;81;82;0.0000;0.9643;0.9762
АИДИ и К;СКБ Контур;42;0;1;41;0.0000;0.0238;0.9762
Ладья;«ТК ПРОГРЕСС»;84;83;83;82;0.9881;0.9881;0.9762
Хлебозавод №5;Лента;460;0;456;449;0.0000;0.9913;0.9761
Акобян Гегам Бахшиевич;ДИКСИ ЮГ;836;0;0;816;0.0000;0.0000;0.9761
Шарипов Исмоил Иброимович;"Торговый дом ""ПЕРЕКРЕСТОК";125;125;125;122;1.0000;1.0000;0.9760
ТД Вектор-С;Лента;541;0;527;528;0.0000;0.9741;0.9760
ПРОДО Птицефабрика Калужская;"Торговый дом ""ПЕРЕКРЕСТОК";6674;6669;6496;6513;0.9993;0.9733;0.9759
Йошкар-Олинский мясокомбинат;Лента;288;0;281;281;0.0000;0.9757;0.9757
Микояновский Мясокомбинат;Розничная сеть Зельгрос;41;0;40;40;0.0000;0.9756;0.9756
Торговый Дом Родной край Белгород;"Торговый дом ""ПЕРЕКРЕСТОК";41;41;40;40;1.0000;0.9756;0.9756
Береза;"Торговый дом ""ПЕРЕКРЕСТОК";1676;1636;0;1635;0.9761;0.0000;0.9755
Этель Торг;КОРУС Консалтинг СНГ;163;163;162;159;1.0000;0.9939;0.9755
ДА;ТАНДЕР;203;200;198;198;0.9852;0.9754;0.9754
НеваФрут;"Торговый дом ""ПЕРЕКРЕСТОК";487;62;1;475;0.1273;0.0021;0.9754
ПИВОВАРНЯ МОСКВА - ЭФЕС;ТАНДЕР;650;649;645;634;0.9985;0.9923;0.9754
Омский бекон;Лента;1864;1803;1833;1818;0.9673;0.9834;0.9753
Ижевский хлебозавод №3;"Торговый дом ""ПЕРЕКРЕСТОК";3432;3360;3393;3347;0.9790;0.9886;0.9752
ЕМЗ;"Торговый дом ""ПЕРЕКРЕСТОК";10228;0;0;9973;0.0000;0.0000;0.9751
"МЗ ""Устюгмолоко";"Торговый дом ""ПЕРЕКРЕСТОК";40;39;39;39;0.9750;0.9750;0.9750
Русвинторг;"Торговый дом ""ПЕРЕКРЕСТОК";40;39;0;39;0.9750;0.0000;0.9750
"Производственная фирма ""ДАР";КОРУС Консалтинг СНГ;40;4;40;39;0.1000;1.0000;0.9750
Ходырев Александр Сергеевич;Лента;40;0;40;39;0.0000;1.0000;0.9750
Шереметьевские торты;Лента;921;0;916;898;0.0000;0.9946;0.9750
Хлебозавод Юг Руси;"Торговый дом ""ПЕРЕКРЕСТОК";14467;0;24;14104;0.0000;0.0017;0.9749
Зеленодольский молочноперерабатывающий комбинат;Лента;477;0;475;465;0.0000;0.9958;0.9748
Круг;Т и К Продукты;436;0;398;425;0.0000;0.9128;0.9748
Сон Н.С.;КОРУС Консалтинг СНГ;119;114;114;116;0.9580;0.9580;0.9748
МаСКо;СЕМЬЯ;1936;420;0;1887;0.2169;0.0000;0.9747
Импрод;"Торговый дом ""ПЕРЕКРЕСТОК";118;115;3;115;0.9746;0.0254;0.9746
"Торговая компания ""МОЛОЧНЫЙ МИР";ПродМир;236;236;236;230;1.0000;1.0000;0.9746
Ярославский бройлер;Лента;235;0;231;229;0.0000;0.9830;0.9745
ХЛЕБОПЕК;СКБ Контур;39;2;38;38;0.0513;0.9744;0.9744
Молочные Активы;"Торговый дом ""ПЕРЕКРЕСТОК";39;39;38;38;1.0000;0.9744;0.9744
Микояновский Мясокомбинат;Фреш Маркет;39;0;0;38;0.0000;0.0000;0.9744
Группа Грин Рэй;"Торговый дом ""ПЕРЕКРЕСТОК";78;76;74;76;0.9744;0.9487;0.9744
Кампина;ТАНДЕР;117;116;115;114;0.9915;0.9829;0.9744
Зарина;СПАР МИДДЛ ВОЛГА;309;2;305;301;0.0065;0.9871;0.9741
МПК Атяшевский;Гиперглобус;77;0;76;75;0.0000;0.9870;0.9740
Пискаревский молзавод;КОРУС Консалтинг СНГ;886;0;878;863;0.0000;0.9910;0.9740
Заргарян А.П.;ТАНДЕР;77;0;75;75;0.0000;0.9740;0.9740
ПРОДО Птицефабрика Сибирская;ТАНДЕР;192;185;187;187;0.9635;0.9740;0.9740
ТД Айсберри;Т и К Продукты;230;229;229;224;0.9957;0.9957;0.9739
ФЕНТА;"Торговый дом ""ПЕРЕКРЕСТОК";420;0;402;409;0.0000;0.9571;0.9738
Людиновский хлебокомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";646;632;629;629;0.9783;0.9737;0.9737
Самарский хлебозавод №5;КОРУС Консалтинг СНГ;76;0;75;74;0.0000;0.9868;0.9737
Маслова и Ко;ОПТОВИК;114;114;112;111;1.0000;0.9825;0.9737
Экстра М;Лента;38;0;33;37;0.0000;0.8684;0.9737
"Холдинг-Компания ""Реал";КОРУС Консалтинг СНГ;76;0;0;74;0.0000;0.0000;0.9737
ДЕМЕТРА;Гиперглобус;114;0;107;111;0.0000;0.9386;0.9737
ПРОДИМЕКС;ТАНДЕР;341;341;339;332;1.0000;0.9941;0.9736
Орион Интернейшнл Евро;"Торговый дом ""ПЕРЕКРЕСТОК";113;110;110;110;0.9735;0.9735;0.9735
Хлебозавод Юг Руси;Лента;452;0;445;440;0.0000;0.9845;0.9735
КАРАВАЙ;Лента;6338;0;6201;6169;0.0000;0.9784;0.9733
Дэма;ДИКСИ ЮГ;150;0;0;146;0.0000;0.0000;0.9733
Савочкин А.В.;ДИКСИ ЮГ;187;0;0;182;0.0000;0.0000;0.9733
ГринТрейд;"Торговый дом ""ПЕРЕКРЕСТОК";750;0;727;730;0.0000;0.9693;0.9733
Даниловский Хлебозавод;ДИКСИ ЮГ;2771;41;2732;2697;0.0148;0.9859;0.9733
"Кондитерский Дом ""Меркурий";СКБ Контур;112;0;51;109;0.0000;0.4554;0.9732
ИмперияМОКС;Лента;299;0;298;291;0.0000;0.9967;0.9732
ТД Братья Чебурашкины;Т и К Продукты;594;594;583;578;1.0000;0.9815;0.9731
Элинар-Бройлер;Смарт Велью Ритейл;37;36;37;36;0.9730;1.0000;0.9730
Воронежросагро-М;ДИКСИ ЮГ;74;72;72;72;0.9730;0.9730;0.9730
АСТ-Интернэшнл Инваэронмэнт;Розничная сеть Зельгрос;74;0;74;72;0.0000;1.0000;0.9730
Савушкин продукт;СКБ Контур;148;0;144;144;0.0000;0.9730;0.9730
Востряково-2;ТАНДЕР;37;36;36;36;0.9730;0.9730;0.9730
Мяском;Лента;37;0;37;36;0.0000;1.0000;0.9730
МОСАЗЕРВИНЗАВОД;"Торговый дом ""ПЕРЕКРЕСТОК";37;0;36;36;0.0000;0.9730;0.9730
Холдинговая компания Диона;Элемент-Трейд;184;184;181;179;1.0000;0.9837;0.9728
Пискаревский молзавод;Лента;1866;0;1815;1815;0.0000;0.9727;0.9727
Останкинский завод напитков;Лента;623;0;476;606;0.0000;0.7640;0.9727
Воронежросагро-М;Пятью пять;293;293;293;285;1.0000;1.0000;0.9727
Чаганский хлеб;Лента;73;71;71;71;0.9726;0.9726;0.9726
ТОЛМИКС;"Торговый дом ""ПЕРЕКРЕСТОК";73;71;67;71;0.9726;0.9178;0.9726
"ХК ""Ополье";ДИКСИ ЮГ;4052;0;232;3941;0.0000;0.0573;0.9726
Юнистар;СПАР МИДДЛ ВОЛГА;146;0;142;142;0.0000;0.9726;0.9726
Авенир;Солнечный круг;73;0;0;71;0.0000;0.0000;0.9726
Зелёный Мир;"Торговый дом ""ПЕРЕКРЕСТОК";436;15;429;424;0.0344;0.9839;0.9725
Фили-Бейкер;Гиперглобус;255;0;0;248;0.0000;0.0000;0.9725
Куприянова Елена Владимировна;Лента;544;0;535;529;0.0000;0.9835;0.9724
МяскоМ;"Торговый дом ""ПЕРЕКРЕСТОК";2246;701;688;2184;0.3121;0.3063;0.9724
Бисквит;Виктория Балтия;326;0;0;317;0.0000;0.0000;0.9724
Хлебница Киреевск;Гиперглобус;36;35;31;35;0.9722;0.8611;0.9722
Развитие;СКБ Контур;1405;0;1396;1366;0.0000;0.9936;0.9722
Варненский комбинат хлебопродуктов;Элемент-Трейд;36;15;35;35;0.4167;0.9722;0.9722
ОЛЛА;КОРУС Консалтинг СНГ;36;0;36;35;0.0000;1.0000;0.9722
Крюкова Екатерина Сергеевна;СПАР МИДДЛ ВОЛГА;72;0;49;70;0.0000;0.6806;0.9722
АПИС МЕЛЛИФЕРА;"Торговый дом ""ПЕРЕКРЕСТОК";36;36;35;35;1.0000;0.9722;0.9722
Уфимский мясоконсервный комбинат;Лента;287;9;281;279;0.0314;0.9791;0.9721
Белорецкий маслосыркомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";3128;3026;3033;3040;0.9674;0.9696;0.9719
Интегра;СКБ Контур;213;186;207;207;0.8732;0.9718;0.9718
Компания Ника;ГУЛЛИВЕР;885;885;861;860;1.0000;0.9729;0.9718
Ярославский хлебозавод № 4;ДИКСИ ЮГ;2193;2193;2166;2131;1.0000;0.9877;0.9717
Интегра;СПАР МИДДЛ ВОЛГА;106;83;83;103;0.7830;0.7830;0.9717
Вожгальский маслосырзавод;"Торговый дом ""ПЕРЕКРЕСТОК";1268;0;1189;1232;0.0000;0.9377;0.9716
Патисье;"Торговый дом ""ПЕРЕКРЕСТОК";141;141;137;137;1.0000;0.9716;0.9716
НМЖК;Лента;176;0;174;171;0.0000;0.9886;0.9716
Савочкин А.В.;Барс-Ритейл;35;0;0;34;0.0000;0.0000;0.9714
МАКА;КОРУС Консалтинг СНГ;70;3;68;68;0.0429;0.9714;0.9714
Группа Грин Рэй;Лента;35;0;35;34;0.0000;1.0000;0.9714
Кочетова Надежда Вячеславовна;ДИКСИ ЮГ;280;0;272;272;0.0000;0.9714;0.9714
Пригородный;КОРУС Консалтинг СНГ;35;0;35;34;0.0000;1.0000;0.9714
"Торговый дом ""Кухня без границ";ДИКСИ ЮГ;35;34;35;34;0.9714;1.0000;0.9714
Классик;Лента;1219;0;1195;1184;0.0000;0.9803;0.9713
"Агропромышленная компания ""Корпорация ""Уральский хлеб";Оглоблин Александр Александрович;764;763;93;742;0.9987;0.1217;0.9712
Маслова и Ко;ТАНДЕР;104;104;102;101;1.0000;0.9808;0.9712
Просянникова И.Ю.;Альбион-2002;104;0;101;101;0.0000;0.9712;0.9712
Барилла Рус;"Торговый дом ""ПЕРЕКРЕСТОК";242;180;230;235;0.7438;0.9504;0.9711
Группа Черкизово;ДИКСИ ЮГ;1201;760;561;1166;0.6328;0.4671;0.9709
Группа Черкизово;Розничная сеть Зельгрос;378;0;372;367;0.0000;0.9841;0.9709
"фирма ""Калория";КОРУС Консалтинг СНГ;344;343;344;334;0.9971;1.0000;0.9709
МВВ;КОРУС Консалтинг СНГ;2062;1877;2052;2002;0.9103;0.9952;0.9709
Геба;Авоська – два;342;337;337;332;0.9854;0.9854;0.9708
ТрастФинГрупп;СКБ Контур;307;0;300;298;0.0000;0.9772;0.9707
Седо Хаусхолд продактс;"Торговый дом ""ПЕРЕКРЕСТОК";34;33;33;33;0.9706;0.9706;0.9706
ОптФрукт;"Торговый дом ""ПЕРЕКРЕСТОК";68;0;65;66;0.0000;0.9559;0.9706
Рус-Том;КОРУС Консалтинг СНГ;34;0;33;33;0.0000;0.9706;0.9706
"Кондитерская фабрика ""Вкуснотеевъ";ТАНДЕР;102;102;99;99;1.0000;0.9706;0.9706
"ТД ""Пензахлеб";"Торговый дом ""ПЕРЕКРЕСТОК";34;28;26;33;0.8235;0.7647;0.9706
Вектор;Солнечный круг;271;0;0;263;0.0000;0.0000;0.9705
"АПК ""Агро-2000";Лента;813;803;796;789;0.9877;0.9791;0.9705
Хлебозавод;СПАР МИДДЛ ВОЛГА;237;233;233;230;0.9831;0.9831;0.9705
Южная многоотраслевая корпорация;Лента;203;0;197;197;0.0000;0.9704;0.9704
ЗетТекнолоджи;"Торговый дом ""ПЕРЕКРЕСТОК";135;0;130;131;0.0000;0.9630;0.9704
Окская Птицефабрика;"Торговый дом ""ПЕРЕКРЕСТОК";202;196;96;196;0.9703;0.4752;0.9703
ХЛЕБ;СПАР МИДДЛ ВОЛГА;4679;2888;4590;4540;0.6172;0.9810;0.9703
Национальная фруктовая компания;Лента;101;101;99;98;1.0000;0.9802;0.9703
Велес;ТАНДЕР;403;403;393;391;1.0000;0.9752;0.9702
Премиум-сегмент;Солнечный круг;134;32;32;130;0.2388;0.2388;0.9701
Мороз;Гиперглобус;100;0;98;97;0.0000;0.9800;0.9700
Капитаны;Солнечный круг;133;0;88;129;0.0000;0.6617;0.9699
БКК Коломенский;"Торговый дом ""ПЕРЕКРЕСТОК";26921;20542;20289;26110;0.7630;0.7536;0.9699
Эгида;Лента;531;111;522;515;0.2090;0.9831;0.9699
Бизнес;КОРУС Консалтинг СНГ;66;0;65;64;0.0000;0.9848;0.9697
ИВАНОВСКИЙ ПЕКАРЬ;СПАР МИДДЛ ВОЛГА;33;0;33;32;0.0000;1.0000;0.9697
ДАРЫ УДМУРТИИ;Лента;33;0;32;32;0.0000;0.9697;0.9697
ТД Дмитрогорский продукт;Ритм-2000;2111;126;64;2047;0.0597;0.0303;0.9697
Океан;ДИКСИ ЮГ;33;32;32;32;0.9697;0.9697;0.9697
Хлебозавод №2;КОРУС Консалтинг СНГ;164;0;164;159;0.0000;1.0000;0.9695
Востряково-2;"Торговый дом ""ПЕРЕКРЕСТОК";163;139;115;158;0.8528;0.7055;0.9693
Торговый дом «Мегаполис;Авоська – два;195;191;191;189;0.9795;0.9795;0.9692
"Производственно-коммерческая фирма ""Смак";КОРУС Консалтинг СНГ;65;0;64;63;0.0000;0.9846;0.9692
Анапский Хлебокомбинат;"Торговый дом ""ПЕРЕКРЕСТОК";579;142;337;561;0.2453;0.5820;0.9689
Феникс+;КОРУС Консалтинг СНГ;32;0;31;31;0.0000;0.9688;0.9688
ТД Дмитрогорский продукт;Розничная сеть Зельгрос;160;0;115;155;0.0000;0.7188;0.9688
Горячие крендели Север;"Торговый дом ""ПЕРЕКРЕСТОК";128;121;121;124;0.9453;0.9453;0.9688
ОК Верхневолжский продторг;ТАНДЕР;32;32;31;31;1.0000;0.9688;0.9688
Тульский молочный комбинат;Пятью пять;448;438;438;434;0.9777;0.9777;0.9688
ОПЕРАТОР;"Торговый дом ""ПЕРЕКРЕСТОК";32;31;31;31;0.9688;0.9688;0.9688
Фрут Сервис;Лента;64;0;62;62;0.0000;0.9688;0.9688
Елецкий мясокомбинат;Пятью пять;223;219;221;216;0.9821;0.9910;0.9686
Адамян Тигран Сасунович;Солнечный круг;223;0;0;216;0.0000;0.0000;0.9686
ПТО «ОСНОВА»;Солнечный круг;127;126;99;123;0.9921;0.7795;0.9685
Агрокомплекс Волхов;ТАНДЕР;63;59;62;61;0.9365;0.9841;0.9683
БРПИ;Гиперглобус;63;0;63;61;0.0000;1.0000;0.9683
Ризык;СКБ Контур;818;0;654;792;0.0000;0.7995;0.9682
Агро Ритейл;"Торговый дом ""ПЕРЕКРЕСТОК";1666;1495;1608;1613;0.8974;0.9652;0.9682
СДС-ФУДС;"Торговый дом ""ПЕРЕКРЕСТОК";188;177;182;182;0.9415;0.9681;0.9681
Милком;КОРУС Консалтинг СНГ;407;0;324;394;0.0000;0.7961;0.9681
